linestring,code,distance,grammesCO2saved,route_name,from,to
"[-5.92559,54.60232],[-5.92559,54.60227],[-5.92559,54.60211],[-5.92565,54.60209],[-5.92598,54.60211],[-5.92716,54.60220],[-5.92718,54.60213],[-5.92716,54.60207],[-5.92706,54.60195],[-5.92695,54.60182],[-5.92635,54.60120],[-5.92586,54.60068],[-5.92562,54.60044],[-5.92494,54.60066],[-5.92460,54.60072],[-5.92442,54.60073],[-5.92425,54.60076],[-5.92333,54.60095],[-5.92224,54.60115],[-5.92213,54.60119],[-5.92210,54.60120],[-5.92210,54.60115],[-5.92206,54.60096],[-5.92205,54.60092],[-5.92198,54.60070],[-5.92184,54.60053],[-5.92185,54.60053],[-5.92177,54.60045],[-5.92166,54.60037],[-5.92147,54.60028],[-5.92147,54.60021],[-5.92145,54.60010],[-5.92142,54.59963],[-5.92143,54.59960],[-5.92143,54.59954],[-5.92146,54.59947],[-5.92146,54.59936],[-5.92139,54.59875],[-5.92138,54.59873],[-5.92106,54.59872],[-5.92095,54.59872],[-5.92070,54.59854],[-5.92024,54.59818],[-5.92065,54.59803],[-5.92096,54.59766],[-5.92088,54.59755],[-5.92088,54.59738],[-5.92088,54.59725],[-5.92082,54.59717],[-5.92066,54.59704],[-5.92050,54.59696],[-5.92030,54.59691],[-5.92024,54.59653],[-5.92022,54.59649],[-5.92016,54.59649],[-5.92010,54.59649],[-5.92005,54.59648],[-5.92000,54.59645],[-5.91997,54.59642],[-5.91996,54.59639],[-5.91997,54.59636],[-5.91999,54.59633],[-5.92003,54.59630],[-5.92008,54.59628],[-5.92015,54.59628],[-5.92014,54.59618],[-5.92010,54.59583],[-5.92008,54.59578],[-5.92005,54.59575],[-5.92000,54.59573],[-5.92012,54.59565],[-5.92011,54.59561],[-5.92011,54.59555],[-5.91920,54.59559],[-5.91920,54.59553],[-5.91919,54.59548],[-5.91917,54.59538]",39163930,1421,265,Dunbar Link / Gordon Street to Central Station / East Bridge Street,Dunbar Link / Gordon Street ,Central Station / East Bridge Street
"[-5.92559,54.60232],[-5.92574,54.60239],[-5.92602,54.60294],[-5.92613,54.60317],[-5.92615,54.60320],[-5.92661,54.60304],[-5.92726,54.60281],[-5.92765,54.60318],[-5.92833,54.60340],[-5.92844,54.60328],[-5.92968,54.60287],[-5.92957,54.60275],[-5.92964,54.60273],[-5.92979,54.60268]",39163931,427,80,Dunbar Link / Gordon Street to Writer's Square / St Anne's Cathedral,Dunbar Link / Gordon Street ,Writer's Square / St Anne's Cathedral
"[-5.92559,54.60232],[-5.92559,54.60227],[-5.92559,54.60211],[-5.92565,54.60209],[-5.92598,54.60211],[-5.92716,54.60220],[-5.92718,54.60213],[-5.92716,54.60207],[-5.92706,54.60195],[-5.92695,54.60182],[-5.92635,54.60120],[-5.92586,54.60068],[-5.92562,54.60044],[-5.92494,54.60066],[-5.92460,54.60072],[-5.92442,54.60073],[-5.92425,54.60076],[-5.92333,54.60095],[-5.92224,54.60115],[-5.92213,54.60119],[-5.92210,54.60120],[-5.92173,54.60123],[-5.92096,54.60126],[-5.91982,54.60121],[-5.91922,54.60115],[-5.91904,54.60112],[-5.91895,54.60114],[-5.91861,54.60104],[-5.91830,54.60192],[-5.91812,54.60230],[-5.91794,54.60239],[-5.91783,54.60254],[-5.91751,54.60301],[-5.91744,54.60304],[-5.91734,54.60306],[-5.91717,54.60309],[-5.91664,54.60309],[-5.91648,54.60309],[-5.91630,54.60310],[-5.91522,54.60312],[-5.91462,54.60313],[-5.91380,54.60315],[-5.91312,54.60317],[-5.91310,54.60320],[-5.91306,54.60326],[-5.91297,54.60332],[-5.91287,54.60343],[-5.91285,54.60352],[-5.91287,54.60361],[-5.91288,54.60365],[-5.91288,54.60366],[-5.91285,54.60372],[-5.91308,54.60380],[-5.91312,54.60383],[-5.91287,54.60404],[-5.91287,54.60416],[-5.91297,54.60453],[-5.91290,54.60455],[-5.91274,54.60458],[-5.91257,54.60461],[-5.91245,54.60467],[-5.91224,54.60483],[-5.91212,54.60505],[-5.91204,54.60537],[-5.91194,54.60546],[-5.91176,54.60557],[-5.91144,54.60578],[-5.91131,54.60572]",39163932,1702,317,Dunbar Link / Gordon Street to Titanic Quarter,Dunbar Link / Gordon Street ,Titanic Quarter
"[-5.92559,54.60232],[-5.92559,54.60227],[-5.92559,54.60211],[-5.92565,54.60209],[-5.92598,54.60211],[-5.92716,54.60220],[-5.92718,54.60213],[-5.92716,54.60207],[-5.92706,54.60195],[-5.92695,54.60182],[-5.92635,54.60120],[-5.92586,54.60068],[-5.92562,54.60044],[-5.92577,54.60039],[-5.92594,54.60034],[-5.92613,54.60027],[-5.92666,54.60009],[-5.92717,54.59992],[-5.92737,54.59985],[-5.92753,54.59980],[-5.92770,54.59970],[-5.92783,54.59966],[-5.92821,54.59953],[-5.92847,54.59944],[-5.92878,54.59938],[-5.92923,54.59933],[-5.93009,54.59924],[-5.93036,54.59918],[-5.93042,54.59907],[-5.93034,54.59853],[-5.93030,54.59820],[-5.93021,54.59745],[-5.93017,54.59739],[-5.93003,54.59729],[-5.92938,54.59732],[-5.92920,54.59730],[-5.92902,54.59725],[-5.92892,54.59721],[-5.92872,54.59706],[-5.92871,54.59702],[-5.92869,54.59684],[-5.92867,54.59660],[-5.92864,54.59632],[-5.92860,54.59606],[-5.92852,54.59553],[-5.92990,54.59546],[-5.92985,54.59502],[-5.92974,54.59415],[-5.92959,54.59292],[-5.92985,54.59245],[-5.92994,54.59228],[-5.93003,54.59212],[-5.93009,54.59186],[-5.93014,54.59185],[-5.93034,54.59143],[-5.93058,54.59092],[-5.93068,54.59074],[-5.93113,54.58987],[-5.93113,54.58983],[-5.93112,54.58980],[-5.93172,54.58974],[-5.93164,54.58950],[-5.93157,54.58927],[-5.93156,54.58918],[-5.93160,54.58908],[-5.93163,54.58897],[-5.93162,54.58890],[-5.93330,54.58864],[-5.93316,54.58836],[-5.93297,54.58800],[-5.93383,54.58787],[-5.93356,54.58728],[-5.93361,54.58723],[-5.93400,54.58709],[-5.93443,54.58707],[-5.93569,54.58702],[-5.93580,54.58702],[-5.93590,54.58649],[-5.93592,54.58639],[-5.93595,54.58626],[-5.93597,54.58614],[-5.93601,54.58602],[-5.93606,54.58582],[-5.93616,54.58552],[-5.93627,54.58516],[-5.93639,54.58469],[-5.93646,54.58448],[-5.93653,54.58421],[-5.93664,54.58423],[-5.93682,54.58428]",39163933,2837,529,Dunbar Link / Gordon Street to Queens University / University Road,Dunbar Link / Gordon Street ,Queens University / University Road
"[-5.92559,54.60232],[-5.92559,54.60227],[-5.92559,54.60211],[-5.92565,54.60209],[-5.92598,54.60211],[-5.92716,54.60220],[-5.92718,54.60213],[-5.92716,54.60207],[-5.92706,54.60195],[-5.92695,54.60182],[-5.92635,54.60120],[-5.92586,54.60068],[-5.92562,54.60044],[-5.92577,54.60039],[-5.92594,54.60034],[-5.92613,54.60027],[-5.92666,54.60009],[-5.92717,54.59992],[-5.92737,54.59985],[-5.92753,54.59980],[-5.92770,54.59970],[-5.92783,54.59966],[-5.92821,54.59953],[-5.92847,54.59944],[-5.92878,54.59938],[-5.92923,54.59933],[-5.93009,54.59924],[-5.93036,54.59918],[-5.93042,54.59907],[-5.93034,54.59853],[-5.93030,54.59820],[-5.93021,54.59745],[-5.93017,54.59739],[-5.93003,54.59729],[-5.92938,54.59732],[-5.92920,54.59730],[-5.92902,54.59725],[-5.92892,54.59721],[-5.92872,54.59706],[-5.92871,54.59702],[-5.92869,54.59684],[-5.92867,54.59660],[-5.92864,54.59632],[-5.92860,54.59606],[-5.92852,54.59553],[-5.92990,54.59546],[-5.92985,54.59502],[-5.92974,54.59415],[-5.92959,54.59292],[-5.92985,54.59245],[-5.92994,54.59228],[-5.93003,54.59212],[-5.93009,54.59186],[-5.93014,54.59185],[-5.93034,54.59143],[-5.93058,54.59092],[-5.93068,54.59074],[-5.93113,54.58987],[-5.93113,54.58983],[-5.93112,54.58980],[-5.93172,54.58974],[-5.93164,54.58950],[-5.93157,54.58927],[-5.93156,54.58918],[-5.93160,54.58908],[-5.93163,54.58897],[-5.93162,54.58890],[-5.93330,54.58864],[-5.93316,54.58836],[-5.93297,54.58800],[-5.93278,54.58755],[-5.93256,54.58708],[-5.93242,54.58676],[-5.93237,54.58667],[-5.93226,54.58647],[-5.93223,54.58629],[-5.93223,54.58616],[-5.93238,54.58566],[-5.93243,54.58551],[-5.93251,54.58518],[-5.93257,54.58486],[-5.93259,54.58476],[-5.93262,54.58457],[-5.93264,54.58452],[-5.93265,54.58443],[-5.93266,54.58439],[-5.93268,54.58430],[-5.93269,54.58425],[-5.93271,54.58416],[-5.93271,54.58414],[-5.93274,54.58395]",39163934,2682,500,Dunbar Link / Gordon Street to Queens University / Botanic Gardens,Dunbar Link / Gordon Street ,Queens University / Botanic Gardens
"[-5.92559,54.60232],[-5.92559,54.60227],[-5.92559,54.60211],[-5.92565,54.60209],[-5.92598,54.60211],[-5.92716,54.60220],[-5.92718,54.60213],[-5.92716,54.60207],[-5.92706,54.60195],[-5.92695,54.60182],[-5.92635,54.60120],[-5.92586,54.60068],[-5.92562,54.60044],[-5.92577,54.60039],[-5.92594,54.60034],[-5.92613,54.60027],[-5.92666,54.60009],[-5.92717,54.59992],[-5.92737,54.59985],[-5.92753,54.59980],[-5.92770,54.59970],[-5.92783,54.59966],[-5.92821,54.59953],[-5.92847,54.59944],[-5.92878,54.59938],[-5.92923,54.59933],[-5.93009,54.59924],[-5.93036,54.59918],[-5.93042,54.59907],[-5.93034,54.59853],[-5.93030,54.59820],[-5.93021,54.59745],[-5.93017,54.59739],[-5.93003,54.59729],[-5.92938,54.59732],[-5.92920,54.59730],[-5.92902,54.59725],[-5.92892,54.59721],[-5.92872,54.59706],[-5.92871,54.59702],[-5.92869,54.59684],[-5.92867,54.59660],[-5.92864,54.59632],[-5.92860,54.59606],[-5.92852,54.59553],[-5.92990,54.59546],[-5.92985,54.59502],[-5.92974,54.59415],[-5.92959,54.59292],[-5.92985,54.59245],[-5.92994,54.59228],[-5.93003,54.59212],[-5.93009,54.59186],[-5.93014,54.59185],[-5.93034,54.59143],[-5.93058,54.59092],[-5.93068,54.59074],[-5.93113,54.58987],[-5.93113,54.58983],[-5.93112,54.58980],[-5.93172,54.58974],[-5.93164,54.58950],[-5.93157,54.58927],[-5.93156,54.58918],[-5.93160,54.58908],[-5.93163,54.58897],[-5.93162,54.58890],[-5.93330,54.58864],[-5.93316,54.58836],[-5.93297,54.58800],[-5.93383,54.58787],[-5.93356,54.58728],[-5.93361,54.58723],[-5.93400,54.58709],[-5.93443,54.58707],[-5.93569,54.58702],[-5.93580,54.58702],[-5.93590,54.58649],[-5.93603,54.58651],[-5.93643,54.58658],[-5.93741,54.58679],[-5.93748,54.58680],[-5.93840,54.58698],[-5.93857,54.58702],[-5.93869,54.58707],[-5.93878,54.58702],[-5.93888,54.58697],[-5.93911,54.58683],[-5.93954,54.58657],[-5.93972,54.58645]",39163935,2849,531,Dunbar Link / Gordon Street to Belfast City Hospital / Lisburn Road,Dunbar Link / Gordon Street ,Belfast City Hospital / Lisburn Road
"[-5.92559,54.60232],[-5.92559,54.60227],[-5.92559,54.60211],[-5.92565,54.60209],[-5.92598,54.60211],[-5.92716,54.60220],[-5.92718,54.60213],[-5.92716,54.60207],[-5.92706,54.60195],[-5.92695,54.60182],[-5.92635,54.60120],[-5.92586,54.60068],[-5.92562,54.60044],[-5.92577,54.60039],[-5.92594,54.60034],[-5.92613,54.60027],[-5.92666,54.60009],[-5.92717,54.59992],[-5.92737,54.59985],[-5.92753,54.59980],[-5.92770,54.59970],[-5.92783,54.59966],[-5.92821,54.59953],[-5.92847,54.59944],[-5.92878,54.59938],[-5.92923,54.59933],[-5.93009,54.59924],[-5.93036,54.59918],[-5.93051,54.59915],[-5.93149,54.59914],[-5.93302,54.59921],[-5.93330,54.59923],[-5.93360,54.59924],[-5.93389,54.59925],[-5.93402,54.59925],[-5.93470,54.59928],[-5.93530,54.59934],[-5.93554,54.59937],[-5.93572,54.59939],[-5.93599,54.59942],[-5.93621,54.59944],[-5.93719,54.59957],[-5.93797,54.59966],[-5.93803,54.59953],[-5.93835,54.59933],[-5.93862,54.59917],[-5.93886,54.59901],[-5.93906,54.59887],[-5.93914,54.59878],[-5.93917,54.59868],[-5.93916,54.59852],[-5.93902,54.59824],[-5.93897,54.59813],[-5.93914,54.59809],[-5.93928,54.59807],[-5.93946,54.59807],[-5.93953,54.59807],[-5.93964,54.59807],[-5.93973,54.59808],[-5.93983,54.59810],[-5.94104,54.59837],[-5.94111,54.59840],[-5.94107,54.59844],[-5.94111,54.59846],[-5.94128,54.59840],[-5.94134,54.59842],[-5.94136,54.59841],[-5.94166,54.59816],[-5.94180,54.59804],[-5.94225,54.59776],[-5.94255,54.59756],[-5.94279,54.59742],[-5.94283,54.59739],[-5.94303,54.59727],[-5.94323,54.59715],[-5.94338,54.59705],[-5.94384,54.59673],[-5.94433,54.59639],[-5.94452,54.59624],[-5.94463,54.59616],[-5.94477,54.59606],[-5.94482,54.59602],[-5.94517,54.59563],[-5.94526,54.59553],[-5.94536,54.59541],[-5.94539,54.59535],[-5.94584,54.59532],[-5.94834,54.59521],[-5.94856,54.59520],[-5.94923,54.59518],[-5.95027,54.59513],[-5.95039,54.59512],[-5.95095,54.59510],[-5.95107,54.59510],[-5.95116,54.59511],[-5.95128,54.59513],[-5.95131,54.59508],[-5.95150,54.59477],[-5.95173,54.59436],[-5.95184,54.59419],[-5.95196,54.59410],[-5.95210,54.59404],[-5.95232,54.59397],[-5.95225,54.59391],[-5.95153,54.59328],[-5.95139,54.59303],[-5.95137,54.59280],[-5.95149,54.59258],[-5.95159,54.59240],[-5.95166,54.59236],[-5.95231,54.59225],[-5.95278,54.59215],[-5.95339,54.59199],[-5.95422,54.59172],[-5.95455,54.59159],[-5.95639,54.59073],[-5.95677,54.59055],[-5.95705,54.59037],[-5.95717,54.59023],[-5.95730,54.59014],[-5.95752,54.59005],[-5.95775,54.59001],[-5.95777,54.58995],[-5.95783,54.58989],[-5.95793,54.58983],[-5.95806,54.58978],[-5.95824,54.58975],[-5.95830,54.58987],[-5.95832,54.58992]",39163936,3267,609,Dunbar Link / Gordon Street to Royal Victoria Hospital,Dunbar Link / Gordon Street ,Royal Victoria Hospital
"[-5.92559,54.60232],[-5.92559,54.60227],[-5.92559,54.60211],[-5.92565,54.60209],[-5.92598,54.60211],[-5.92716,54.60220],[-5.92718,54.60213],[-5.92716,54.60207],[-5.92706,54.60195],[-5.92695,54.60182],[-5.92635,54.60120],[-5.92742,54.60083],[-5.92763,54.60079],[-5.92784,54.60072],[-5.92805,54.60064],[-5.92810,54.60059],[-5.92838,54.60069],[-5.92867,54.60089],[-5.93001,54.60149],[-5.93046,54.60168],[-5.93083,54.60184],[-5.93156,54.60211],[-5.93201,54.60220],[-5.93303,54.60246],[-5.93313,54.60249],[-5.93376,54.60265],[-5.93393,54.60270],[-5.93420,54.60277],[-5.93444,54.60284],[-5.93485,54.60295],[-5.93495,54.60296],[-5.93504,54.60298],[-5.93544,54.60306],[-5.93571,54.60310],[-5.93618,54.60315],[-5.93646,54.60317],[-5.93665,54.60318],[-5.93706,54.60321],[-5.93782,54.60328],[-5.93794,54.60329],[-5.93837,54.60332],[-5.93881,54.60335],[-5.93936,54.60340],[-5.93990,54.60344],[-5.94049,54.60348],[-5.94124,54.60354],[-5.94259,54.60364],[-5.94248,54.60415],[-5.94242,54.60437],[-5.94230,54.60479],[-5.94399,54.60493],[-5.94375,54.60574],[-5.94363,54.60624],[-5.94358,54.60623],[-5.94241,54.60614],[-5.94233,54.60613],[-5.94238,54.60628],[-5.94231,54.60662],[-5.94226,54.60683],[-5.94220,54.60700],[-5.94213,54.60710],[-5.94200,54.60719],[-5.94189,54.60729],[-5.94174,54.60754],[-5.94213,54.60760],[-5.94192,54.60803],[-5.94187,54.60831],[-5.94173,54.60858],[-5.94107,54.60847]",39163937,2219,414,Dunbar Link / Gordon Street to Mater Hospital / Crumlin Road,Dunbar Link / Gordon Street ,Mater Hospital / Crumlin Road
"[-5.92559,54.60232],[-5.92559,54.60227],[-5.92559,54.60211],[-5.92565,54.60209],[-5.92598,54.60211],[-5.92716,54.60220],[-5.92718,54.60213],[-5.92716,54.60207],[-5.92706,54.60195],[-5.92695,54.60182],[-5.92635,54.60120],[-5.92742,54.60083],[-5.92763,54.60079],[-5.92784,54.60072],[-5.92805,54.60064],[-5.92810,54.60059],[-5.92838,54.60069],[-5.92867,54.60089],[-5.93001,54.60149],[-5.93046,54.60168],[-5.93083,54.60184],[-5.93156,54.60211],[-5.93201,54.60220],[-5.93303,54.60246],[-5.93313,54.60249],[-5.93376,54.60265],[-5.93393,54.60270],[-5.93420,54.60277],[-5.93444,54.60284],[-5.93485,54.60295],[-5.93495,54.60296],[-5.93504,54.60298],[-5.93544,54.60306],[-5.93571,54.60310],[-5.93618,54.60315],[-5.93646,54.60317],[-5.93665,54.60318],[-5.93706,54.60321],[-5.93782,54.60328],[-5.93794,54.60329],[-5.93837,54.60332],[-5.93881,54.60335],[-5.93936,54.60340],[-5.93990,54.60344],[-5.94049,54.60348],[-5.94124,54.60354],[-5.94259,54.60364],[-5.94263,54.60365],[-5.94292,54.60367],[-5.94437,54.60378]",39163938,1518,283,Dunbar Link / Gordon Street to Shankill Leisure Centre,Dunbar Link / Gordon Street ,Shankill Leisure Centre
"[-5.92559,54.60232],[-5.92559,54.60227],[-5.92559,54.60211],[-5.92565,54.60209],[-5.92598,54.60211],[-5.92716,54.60220],[-5.92718,54.60213],[-5.92716,54.60207],[-5.92706,54.60195],[-5.92695,54.60182],[-5.92635,54.60120],[-5.92586,54.60068],[-5.92562,54.60044],[-5.92577,54.60039],[-5.92594,54.60034],[-5.92613,54.60027],[-5.92666,54.60009],[-5.92717,54.59992],[-5.92737,54.59985],[-5.92753,54.59980],[-5.92770,54.59970],[-5.92783,54.59966],[-5.92821,54.59953],[-5.92847,54.59944],[-5.92878,54.59938],[-5.92923,54.59933],[-5.93009,54.59924],[-5.93036,54.59918],[-5.93051,54.59915],[-5.93149,54.59914],[-5.93302,54.59921],[-5.93330,54.59923],[-5.93360,54.59924],[-5.93389,54.59925],[-5.93402,54.59925],[-5.93470,54.59928],[-5.93530,54.59934],[-5.93554,54.59937],[-5.93572,54.59939],[-5.93599,54.59942],[-5.93621,54.59944],[-5.93719,54.59957],[-5.93797,54.59966],[-5.93803,54.59953],[-5.93835,54.59933],[-5.93862,54.59917],[-5.93886,54.59901],[-5.93906,54.59887],[-5.93914,54.59878],[-5.93917,54.59868],[-5.93916,54.59852],[-5.93902,54.59824],[-5.93897,54.59813],[-5.93914,54.59809],[-5.93928,54.59807],[-5.93946,54.59807],[-5.93953,54.59807],[-5.93964,54.59807],[-5.93973,54.59808],[-5.93983,54.59810],[-5.94104,54.59837],[-5.94111,54.59840],[-5.94107,54.59844],[-5.94111,54.59846],[-5.94128,54.59840],[-5.94134,54.59842],[-5.94136,54.59841],[-5.94166,54.59816],[-5.94180,54.59804],[-5.94225,54.59776],[-5.94255,54.59756],[-5.94279,54.59742],[-5.94283,54.59739],[-5.94303,54.59727],[-5.94308,54.59729],[-5.94313,54.59731],[-5.94323,54.59732],[-5.94346,54.59735],[-5.94359,54.59736],[-5.94410,54.59743],[-5.94441,54.59749],[-5.94458,54.59753],[-5.94473,54.59758],[-5.94488,54.59765],[-5.94504,54.59773],[-5.94514,54.59781],[-5.94520,54.59787],[-5.94545,54.59776],[-5.94562,54.59768],[-5.94611,54.59743],[-5.94627,54.59734],[-5.94646,54.59713],[-5.94679,54.59684],[-5.94720,54.59653],[-5.94736,54.59641],[-5.94758,54.59627],[-5.94775,54.59616],[-5.94797,54.59608],[-5.94835,54.59594],[-5.94852,54.59587],[-5.94865,54.59580],[-5.94878,54.59572],[-5.94891,54.59561],[-5.94908,54.59547],[-5.94916,54.59539],[-5.94920,54.59535]",39163940,2270,423,Dunbar Link / Gordon Street to Grosvenor Road / Servia Street,Dunbar Link / Gordon Street ,Grosvenor Road / Servia Street
"[-5.92559,54.60232],[-5.92559,54.60227],[-5.92559,54.60211],[-5.92565,54.60209],[-5.92598,54.60211],[-5.92716,54.60220],[-5.92718,54.60213],[-5.92716,54.60207],[-5.92706,54.60195],[-5.92695,54.60182],[-5.92635,54.60120],[-5.92742,54.60083],[-5.92763,54.60079],[-5.92784,54.60072],[-5.92805,54.60064],[-5.92810,54.60059],[-5.92838,54.60069],[-5.92867,54.60089],[-5.93001,54.60149],[-5.93046,54.60168],[-5.93083,54.60184],[-5.93156,54.60211],[-5.93201,54.60220],[-5.93303,54.60246],[-5.93313,54.60249],[-5.93376,54.60265],[-5.93393,54.60270],[-5.93420,54.60277],[-5.93444,54.60284],[-5.93485,54.60295],[-5.93495,54.60296],[-5.93504,54.60298],[-5.93544,54.60306],[-5.93571,54.60310],[-5.93618,54.60315],[-5.93646,54.60317],[-5.93665,54.60318],[-5.93706,54.60321],[-5.93782,54.60328],[-5.93794,54.60329],[-5.93837,54.60332],[-5.93881,54.60335],[-5.93936,54.60340],[-5.93990,54.60344],[-5.94049,54.60348],[-5.94124,54.60354],[-5.94259,54.60364],[-5.94263,54.60365],[-5.94292,54.60367],[-5.94437,54.60378],[-5.94519,54.60383],[-5.94537,54.60303],[-5.94547,54.60251],[-5.94554,54.60219],[-5.94555,54.60216],[-5.94560,54.60190],[-5.94569,54.60145],[-5.94709,54.60154],[-5.94716,54.60155],[-5.94720,54.60108],[-5.94722,54.60079],[-5.94722,54.60076],[-5.94723,54.60068],[-5.94721,54.60064],[-5.94719,54.60060],[-5.94700,54.60035],[-5.94667,54.59990],[-5.94681,54.59986],[-5.94687,54.59984],[-5.94701,54.59981],[-5.94691,54.59966],[-5.94758,54.59950]",39163941,2212,412,Dunbar Link / Gordon Street to Falls Road / Twin Spires,Dunbar Link / Gordon Street ,Falls Road / Twin Spires
"[-5.92559,54.60232],[-5.92574,54.60239],[-5.92602,54.60294],[-5.92613,54.60317],[-5.92615,54.60320],[-5.92595,54.60327],[-5.92577,54.60333],[-5.92598,54.60376],[-5.92622,54.60398],[-5.92660,54.60422],[-5.92647,54.60433],[-5.92636,54.60442],[-5.92614,54.60462],[-5.92581,54.60494],[-5.92712,54.60541],[-5.92781,54.60564],[-5.92800,54.60569],[-5.92828,54.60581],[-5.92876,54.60597],[-5.93008,54.60644],[-5.92989,54.60665],[-5.93057,54.60689],[-5.93024,54.60727],[-5.93075,54.60736],[-5.92933,54.60879],[-5.92918,54.60894],[-5.92860,54.60949],[-5.92884,54.60960],[-5.92929,54.60983],[-5.93009,54.61027],[-5.93041,54.61043],[-5.93094,54.61070],[-5.93162,54.61098],[-5.93222,54.61122],[-5.93289,54.61057],[-5.93294,54.61051],[-5.93346,54.61005],[-5.93402,54.61025],[-5.93474,54.61049],[-5.93486,54.61050],[-5.93518,54.61050],[-5.93532,54.61050],[-5.93582,54.61050],[-5.93591,54.61050],[-5.93592,54.61063],[-5.93685,54.61063],[-5.93774,54.61063],[-5.93855,54.61064],[-5.93870,54.61064],[-5.93885,54.61066],[-5.93899,54.61069],[-5.93912,54.61073],[-5.94035,54.61115],[-5.94039,54.61116],[-5.94152,54.61155],[-5.94194,54.61169],[-5.94207,54.61175],[-5.94216,54.61181],[-5.94222,54.61186]",39163942,2183,407,Dunbar Link / Gordon Street to Girdwood Community Hub,Dunbar Link / Gordon Street ,Girdwood Community Hub
"[-5.92559,54.60232],[-5.92574,54.60239],[-5.92602,54.60294],[-5.92613,54.60317],[-5.92615,54.60320],[-5.92595,54.60327],[-5.92577,54.60333],[-5.92598,54.60376],[-5.92622,54.60398],[-5.92660,54.60422],[-5.92647,54.60433],[-5.92636,54.60442],[-5.92614,54.60462],[-5.92581,54.60494],[-5.92712,54.60541],[-5.92781,54.60564],[-5.92800,54.60569],[-5.92828,54.60581],[-5.92876,54.60597],[-5.93008,54.60644],[-5.92989,54.60665],[-5.93057,54.60689],[-5.93024,54.60727],[-5.93075,54.60736],[-5.92933,54.60879],[-5.92918,54.60894],[-5.92860,54.60949],[-5.92884,54.60960],[-5.92929,54.60983],[-5.93009,54.61027],[-5.93041,54.61043],[-5.93094,54.61070],[-5.93162,54.61098],[-5.93222,54.61122],[-5.93380,54.61175],[-5.93422,54.61191],[-5.93463,54.61208],[-5.93538,54.61241],[-5.93569,54.61253],[-5.93584,54.61255],[-5.93595,54.61256],[-5.93593,54.61233],[-5.93688,54.61232],[-5.93706,54.61232],[-5.93705,54.61237],[-5.93703,54.61240],[-5.93695,54.61241],[-5.93677,54.61241]",39163943,1810,337,Dunbar Link / Gordon Street to Duncairn Centre / Antrim Road,Dunbar Link / Gordon Street ,Duncairn Centre / Antrim Road
